amount,payment_type,country_code,timestamp,delay_seconds
1195.18,2,124,2024-03-30 14:15:29,163
3211.21,1,356,2024-04-28 14:15:29,493
1838.82,2,840,2023-12-08 14:15:29,16
7752.5,2,124,2024-05-29 14:15:29,65
4749.18,1,124,2024-07-07 14:15:29,341
9547.21,2,356,2023-12-12 14:15:29,108
579.04,2,124,2024-04-22 14:15:29,459
4247.88,1,392,2024-05-17 14:15:29,130
6961.28,2,392,2024-12-04 14:15:29,312
1845.19,1,840,2024-02-07 14:15:29,291
8650.94,2,392,2024-09-09 14:15:29,283
3505.83,1,840,2024-04-09 14:15:29,445
9849.85,2,392,2024-03-30 14:15:29,340
8271.38,1,124,2024-11-17 14:15:29,172
6864.98,1,356,2024-01-26 14:15:29,468
1464.01,2,356,2024-10-09 14:15:29,215
9288.31,2,840,2024-06-20 14:15:29,296
8029.37,2,840,2024-11-14 14:15:29,363
7479.24,1,392,2024-08-25 14:15:29,93
9747.73,2,356,2024-10-07 14:15:29,161
9747.5,1,392,2024-08-19 14:15:29,100
1203.56,1,356,2024-11-01 14:15:29,84
2221.63,2,356,2024-08-07 14:15:29,338
7870.75,1,124,2024-01-19 14:15:29,106
888.56,1,392,2024-10-26 14:15:29,118
8080.77,2,124,2024-03-16 14:15:29,26
8283.16,1,840,2024-02-07 14:15:29,40
3110.19,1,840,2024-02-29 14:15:29,80
1985.63,1,124,2024-04-21 14:15:29,350
905.33,1,356,2024-01-07 14:15:29,294
1489.17,2,392,2023-12-22 14:15:29,108
4199.0,2,356,2024-09-04 14:15:29,273
4217.7,2,356,2024-06-09 14:15:29,159
2654.04,1,840,2024-11-09 14:15:29,464
444.64,2,356,2024-07-16 14:15:29,198
914.34,2,392,2024-02-10 14:15:29,594
7873.62,1,124,2024-10-02 14:15:29,307
2492.6,2,840,2024-01-25 14:15:29,133
1105.65,2,356,2024-01-13 14:15:29,147
348.32,1,840,2024-06-08 14:15:29,256
5530.72,1,840,2024-04-10 14:15:29,108
3535.65,2,356,2024-01-10 14:15:29,340
6353.66,2,356,2024-08-03 14:15:29,234
9692.87,2,356,2024-06-28 14:15:29,217
8123.9,1,840,2024-06-13 14:15:29,34
1498.54,2,124,2024-02-13 14:15:29,508
9628.81,1,392,2024-11-22 14:15:29,197
3368.71,2,124,2024-10-28 14:15:29,375
5128.71,1,392,2024-09-07 14:15:29,374
2570.21,1,840,2024-09-24 14:15:29,52
9511.14,1,392,2024-09-26 14:15:29,156
8854.43,2,124,2024-02-29 14:15:29,332
390.39,1,356,2024-02-06 14:15:29,486
4169.88,1,392,2024-09-19 14:15:29,423
2832.1,2,356,2024-09-25 14:15:29,213
9823.1,1,392,2024-09-20 14:15:29,499
7799.52,2,356,2024-04-17 14:15:29,528
3842.45,1,392,2024-09-16 14:15:29,217
8389.64,2,392,2024-07-27 14:15:29,359
2829.18,2,356,2024-10-07 14:15:29,479
4273.99,2,356,2024-01-12 14:15:29,487
7233.42,1,392,2024-06-18 14:15:29,324
2713.58,1,840,2024-06-06 14:15:29,424
6189.4,1,356,2024-10-23 14:15:29,581
8866.85,1,840,2024-08-04 14:15:29,383
873.25,2,392,2024-04-28 14:15:29,353
270.83,1,840,2024-06-17 14:15:29,65
8590.86,1,392,2024-06-02 14:15:29,473
4025.03,1,124,2024-10-09 14:15:29,488
7691.7,1,124,2024-03-22 14:15:29,579
1878.57,2,392,2024-02-18 14:15:29,232
9952.95,1,392,2024-03-09 14:15:29,248
7179.28,1,840,2024-10-10 14:15:29,162
4414.87,1,356,2024-06-11 14:15:29,560
1703.84,1,392,2024-10-13 14:15:29,261
5952.76,2,392,2024-09-22 14:15:29,572
5376.65,1,840,2024-11-18 14:15:29,295
2787.67,1,356,2024-05-25 14:15:29,438
5080.05,2,840,2024-01-28 14:15:29,420
2488.64,2,124,2023-12-09 14:15:29,221
9815.84,2,840,2024-09-12 14:15:29,473
1793.9,1,392,2024-04-28 14:15:29,394
4329.37,2,124,2024-08-12 14:15:29,193
9800.98,1,356,2024-09-03 14:15:29,572
3008.36,2,124,2024-02-17 14:15:29,74
7898.21,1,356,2024-06-07 14:15:29,570
2645.01,2,124,2024-04-16 14:15:29,423
9699.33,1,840,2024-01-09 14:15:29,69
9342.01,2,392,2024-08-03 14:15:29,287
4169.18,1,124,2024-01-25 14:15:29,288
8061.81,1,356,2024-12-03 14:15:29,149
827.66,2,840,2024-08-02 14:15:29,144
4930.65,1,840,2024-04-05 14:15:29,536
8646.94,1,356,2024-05-24 14:15:29,468
6300.17,1,840,2024-01-15 14:15:29,455
2197.04,2,124,2024-01-18 14:15:29,375
7940.05,2,356,2024-07-30 14:15:29,451
5073.48,1,356,2024-01-08 14:15:29,360
1728.78,1,356,2024-03-08 14:15:29,162
876.04,1,840,2023-12-21 14:15:29,463
3410.39,2,840,2023-12-16 14:15:29,579
6757.42,1,392,2024-04-25 14:15:29,48
9369.22,1,356,2024-06-17 14:15:29,309
2502.47,2,840,2024-10-04 14:15:29,95
3616.58,1,356,2024-01-03 14:15:29,131
450.96,2,392,2023-12-28 14:15:29,470
7229.42,1,356,2024-08-12 14:15:29,447
7659.39,2,124,2024-03-17 14:15:29,338
691.77,2,840,2024-03-16 14:15:29,28
9487.52,1,840,2023-12-30 14:15:29,568
7694.97,1,840,2024-11-26 14:15:29,356
7915.15,1,840,2024-08-26 14:15:29,57
1833.67,1,124,2023-12-05 14:15:29,335
8021.89,1,392,2024-08-17 14:15:29,25
8211.36,2,356,2024-03-27 14:15:29,502
6826.66,1,840,2024-08-12 14:15:29,231
866.67,2,124,2024-03-25 14:15:29,246
2055.57,1,124,2024-02-07 14:15:29,12
8697.42,2,392,2024-05-09 14:15:29,311
6583.66,1,840,2024-08-20 14:15:29,174
7050.41,2,124,2024-02-16 14:15:29,430
2591.32,1,356,2024-01-06 14:15:29,594
7300.27,1,392,2024-01-04 14:15:29,405
1488.58,2,840,2024-09-19 14:15:29,190
1671.16,2,840,2024-04-08 14:15:29,153
9804.05,1,840,2024-08-07 14:15:29,589
3803.2,2,840,2024-07-04 14:15:29,276
5441.8,2,356,2024-06-24 14:15:29,579
1722.42,1,840,2024-09-23 14:15:29,322
2695.83,1,840,2024-01-19 14:15:29,110
6818.26,2,356,2024-11-12 14:15:29,559
8262.19,2,840,2024-10-26 14:15:29,317
9673.6,2,392,2024-01-13 14:15:29,264
6687.65,1,840,2024-03-21 14:15:29,217
3652.09,1,840,2024-11-29 14:15:29,184
9681.07,1,356,2024-11-08 14:15:29,346
9105.11,1,392,2024-06-09 14:15:29,71
9453.13,2,392,2024-07-28 14:15:29,443
9112.46,2,124,2024-02-10 14:15:29,170
6321.66,1,840,2024-06-19 14:15:29,499
2114.98,2,840,2024-02-03 14:15:29,445
6777.19,1,124,2024-03-07 14:15:29,260
122.46,1,356,2024-01-07 14:15:29,284
1138.05,1,392,2024-05-01 14:15:29,238
3077.34,1,356,2024-03-07 14:15:29,391
2886.41,1,356,2024-07-18 14:15:29,84
5244.5,2,124,2024-10-27 14:15:29,438
3471.09,1,124,2023-12-16 14:15:29,511
6208.62,2,392,2024-02-09 14:15:29,62
1007.81,2,840,2023-12-05 14:15:29,266
5865.25,2,840,2024-07-18 14:15:29,70
3345.28,2,392,2024-11-21 14:15:29,107
4719.08,1,124,2024-01-13 14:15:29,367
4350.23,1,840,2024-01-28 14:15:29,556
4271.04,1,840,2024-11-22 14:15:29,13
868.65,1,392,2024-06-06 14:15:29,300
3548.51,2,356,2024-09-03 14:15:29,522
1018.15,2,392,2024-03-26 14:15:29,213
8758.45,2,124,2023-12-24 14:15:29,185
2472.92,2,840,2024-06-18 14:15:29,363
2581.95,2,840,2024-01-25 14:15:29,179
4974.52,2,392,2024-11-04 14:15:29,121
6013.51,2,124,2024-05-06 14:15:29,30
5571.76,2,356,2024-05-23 14:15:29,32
7149.56,1,356,2024-04-22 14:15:29,220
9648.78,1,392,2023-12-13 14:15:29,599
5989.83,2,392,2024-11-17 14:15:29,455
5178.09,1,392,2024-04-24 14:15:29,314
6878.46,2,392,2024-01-12 14:15:29,342
3313.04,1,840,2023-12-27 14:15:29,181
7000.2,1,124,2024-11-23 14:15:29,524
4717.97,1,356,2024-08-26 14:15:29,326
9182.09,2,124,2024-10-23 14:15:29,149
2396.36,2,124,2024-04-30 14:15:29,26
7125.35,2,840,2023-12-26 14:15:29,155
1168.9,1,840,2024-02-25 14:15:29,448
9949.2,1,840,2024-07-09 14:15:29,5
865.77,2,356,2024-10-18 14:15:29,309
8252.31,2,392,2024-07-07 14:15:29,598
4026.03,1,124,2024-10-28 14:15:29,401
540.37,1,840,2024-06-30 14:15:29,144
321.79,2,124,2024-01-02 14:15:29,583
3612.24,1,124,2024-02-01 14:15:29,329
115.82,2,124,2024-04-03 14:15:29,479
3818.6,1,392,2024-10-30 14:15:29,333
549.41,2,840,2024-05-05 14:15:29,283
3926.79,1,356,2024-03-04 14:15:29,275
5681.38,2,392,2024-11-01 14:15:29,460
7423.87,2,840,2024-07-16 14:15:29,46
4474.74,2,124,2024-02-26 14:15:29,471
9122.92,1,124,2024-11-10 14:15:29,517
2229.93,1,124,2024-02-11 14:15:29,561
1666.37,2,840,2024-08-07 14:15:29,545
7997.34,1,356,2024-08-13 14:15:29,459
4617.54,2,840,2024-09-14 14:15:29,145
4487.11,2,356,2024-06-10 14:15:29,585
6411.74,1,356,2023-12-13 14:15:29,425
330.82,1,392,2024-06-12 14:15:29,582
4567.01,2,124,2024-03-26 14:15:29,93
4834.18,1,124,2024-10-04 14:15:29,485
1866.5,1,356,2024-03-31 14:15:29,430
1871.09,1,124,2024-06-01 14:15:29,163
7023.77,2,124,2024-03-21 14:15:29,514
4371.17,2,840,2024-07-15 14:15:29,474
9376.97,2,356,2024-12-03 14:15:29,240
8105.95,2,840,2024-04-03 14:15:29,273
3380.64,1,392,2023-12-17 14:15:29,125
2859.82,1,392,2024-08-07 14:15:29,475
4425.01,1,392,2024-11-15 14:15:29,263
5407.8,2,840,2024-12-03 14:15:29,558
487.3,2,124,2024-02-10 14:15:29,196
2412.04,2,392,2024-12-03 14:15:29,345
4106.99,1,392,2024-06-25 14:15:29,172
4943.71,1,124,2024-08-02 14:15:29,383
7887.66,2,840,2024-02-01 14:15:29,295
3392.63,2,124,2024-03-15 14:15:29,294
3610.92,1,840,2024-08-31 14:15:29,201
7678.31,2,392,2024-07-04 14:15:29,568
290.41,2,840,2024-09-28 14:15:29,427
8532.41,2,392,2024-08-22 14:15:29,383
2884.34,2,840,2024-07-01 14:15:29,387
6312.54,1,392,2024-04-20 14:15:29,274
1791.58,2,392,2024-05-07 14:15:29,452
9470.31,2,356,2024-11-02 14:15:29,41
4819.64,1,392,2024-07-08 14:15:29,167
5593.41,2,392,2023-12-07 14:15:29,1
3104.64,1,392,2024-04-17 14:15:29,585
6369.66,2,356,2024-09-07 14:15:29,499
810.67,1,124,2024-10-16 14:15:29,328
8785.2,1,392,2024-09-10 14:15:29,510
6139.62,1,840,2024-09-06 14:15:29,378
2580.3,1,392,2024-01-18 14:15:29,81
4726.14,2,840,2024-11-19 14:15:29,52
2322.47,2,356,2024-10-13 14:15:29,267
9343.85,2,124,2024-01-28 14:15:29,444
7482.72,1,356,2024-03-04 14:15:29,597
9023.97,2,840,2024-01-13 14:15:29,23
2289.91,1,840,2024-02-21 14:15:29,303
8768.03,2,392,2024-03-12 14:15:29,89
7014.15,1,356,2024-06-19 14:15:29,362
4446.07,2,124,2024-04-05 14:15:29,200
7600.76,1,124,2024-11-15 14:15:29,178
3736.61,2,124,2024-02-16 14:15:29,281
5022.97,1,124,2023-12-25 14:15:29,99
8180.4,1,392,2023-12-25 14:15:29,234
810.37,1,392,2024-10-29 14:15:29,510
5973.74,1,124,2024-02-03 14:15:29,371
7757.43,1,840,2023-12-26 14:15:29,107
8902.48,2,840,2024-08-05 14:15:29,149
3405.81,2,392,2024-02-06 14:15:29,599
346.8,1,356,2024-02-28 14:15:29,360
9466.96,2,356,2023-12-24 14:15:29,40
9024.21,1,840,2024-02-20 14:15:29,218
9481.09,2,840,2023-12-26 14:15:29,263
3943.45,1,356,2024-10-27 14:15:29,96
6243.75,1,356,2024-03-06 14:15:29,285
2186.22,1,392,2024-09-06 14:15:29,42
4217.77,2,840,2023-12-10 14:15:29,10
166.89,2,124,2024-09-05 14:15:29,312
2742.13,2,124,2024-04-14 14:15:29,414
616.11,1,124,2024-01-05 14:15:29,319
3664.44,2,356,2024-01-10 14:15:29,163
6132.82,1,124,2024-02-24 14:15:29,598
9472.48,2,392,2024-02-17 14:15:29,70
1393.97,2,392,2024-03-23 14:15:29,107
709.05,2,356,2024-02-20 14:15:29,592
6870.07,1,124,2024-11-20 14:15:29,45
2141.64,2,392,2024-09-09 14:15:29,318
3394.01,2,392,2024-06-12 14:15:29,194
2202.01,2,392,2023-12-09 14:15:29,125
4780.32,1,356,2024-01-12 14:15:29,20
6287.66,1,392,2024-11-02 14:15:29,70
3166.81,2,356,2024-06-24 14:15:29,413
3299.18,2,356,2024-04-21 14:15:29,352
9089.2,2,356,2024-05-04 14:15:29,132
3565.51,2,124,2024-03-01 14:15:29,165
3868.2,1,840,2024-03-19 14:15:29,383
6416.57,1,392,2024-11-27 14:15:29,204
3638.82,1,840,2024-09-23 14:15:29,415
5858.73,2,124,2024-09-23 14:15:29,454
9988.13,1,392,2024-04-20 14:15:29,285
7541.01,2,840,2023-12-08 14:15:29,478
4731.62,2,124,2024-10-24 14:15:29,447
2112.3,2,356,2024-09-02 14:15:29,460
8270.9,1,356,2024-08-24 14:15:29,90
3150.4,2,124,2024-11-15 14:15:29,119
3260.16,1,356,2024-08-22 14:15:29,171
2063.81,2,392,2024-02-29 14:15:29,293
9581.74,1,356,2024-10-14 14:15:29,342
3058.47,1,392,2024-03-24 14:15:29,269
6980.66,2,124,2023-12-27 14:15:29,505
5222.75,2,356,2024-07-03 14:15:29,284
9268.65,1,840,2024-01-06 14:15:29,178
1711.29,1,840,2024-04-19 14:15:29,600
3584.75,2,356,2024-05-26 14:15:29,228
9977.87,1,840,2024-11-16 14:15:29,61
2080.03,2,840,2024-08-30 14:15:29,400
4043.75,2,124,2024-04-27 14:15:29,570
1584.97,1,124,2024-06-11 14:15:29,452
4693.55,1,356,2024-06-28 14:15:29,449
8091.3,2,840,2023-12-08 14:15:29,352
9482.98,2,356,2024-10-24 14:15:29,58
1062.36,2,840,2024-07-11 14:15:29,231
6562.53,1,124,2024-01-19 14:15:29,365
3419.62,2,392,2024-06-08 14:15:29,340
3201.72,1,124,2024-07-23 14:15:29,72
5179.71,2,840,2024-09-15 14:15:29,388
524.3,1,392,2024-09-16 14:15:29,521
9316.65,1,356,2024-06-11 14:15:29,237
8617.47,2,840,2024-06-29 14:15:29,415
5522.28,2,124,2024-11-03 14:15:29,513
4134.98,2,356,2024-05-11 14:15:29,233
3256.78,2,392,2023-12-08 14:15:29,90
6939.97,1,392,2024-03-11 14:15:29,76
2303.0,2,840,2024-01-16 14:15:29,158
4590.26,1,840,2024-06-18 14:15:29,152
919.13,2,124,2024-06-01 14:15:29,575
518.56,1,124,2024-10-04 14:15:29,222
7787.53,2,840,2024-03-16 14:15:29,224
2082.85,1,356,2024-09-26 14:15:29,91
5239.55,2,356,2024-06-12 14:15:29,570
1413.1,2,356,2023-12-05 14:15:29,529
3798.12,1,124,2024-03-08 14:15:29,499
6906.46,2,840,2024-06-23 14:15:29,261
8936.02,2,840,2024-09-02 14:15:29,397
5323.09,1,124,2024-04-08 14:15:29,266
7384.88,1,124,2024-10-09 14:15:29,17
7640.98,1,840,2024-10-29 14:15:29,72
540.74,1,392,2024-01-31 14:15:29,594
6158.07,1,392,2024-06-14 14:15:29,400
3825.51,1,392,2024-05-17 14:15:29,156
6860.91,2,356,2024-03-01 14:15:29,334
1761.48,2,840,2024-01-25 14:15:29,104
1995.75,1,840,2024-09-27 14:15:29,503
4485.7,2,124,2024-03-31 14:15:29,579
7468.18,2,124,2024-02-09 14:15:29,186
7113.3,1,124,2024-11-08 14:15:29,341
541.58,2,356,2024-04-07 14:15:29,503
4645.08,2,392,2024-09-14 14:15:29,229
4813.82,2,124,2024-01-26 14:15:29,568
2812.2,1,840,2024-02-10 14:15:29,411
5631.28,2,124,2024-02-23 14:15:29,174
2783.07,1,392,2024-07-16 14:15:29,405
7807.13,2,392,2024-01-10 14:15:29,277
4214.62,2,392,2023-12-09 14:15:29,276
6666.87,1,124,2024-03-10 14:15:29,482
1579.19,2,124,2024-04-09 14:15:29,283
739.79,2,392,2024-11-05 14:15:29,363
5354.49,2,124,2024-10-04 14:15:29,585
8334.34,1,356,2024-10-19 14:15:29,32
8692.96,2,356,2024-04-28 14:15:29,247
1618.76,2,124,2024-05-20 14:15:29,546
2502.21,2,356,2024-06-15 14:15:29,428
551.72,1,356,2024-01-22 14:15:29,343
8567.43,2,356,2024-09-13 14:15:29,471
9042.88,1,840,2024-04-03 14:15:29,494
9043.78,2,840,2024-07-07 14:15:29,73
5255.44,1,124,2024-10-20 14:15:29,100
4424.94,2,356,2024-06-18 14:15:29,244
4075.58,2,124,2024-11-25 14:15:29,310
1806.64,1,392,2024-11-15 14:15:29,362
4804.39,1,356,2024-03-20 14:15:29,424
6771.29,1,124,2024-01-07 14:15:29,350
2956.88,1,392,2024-06-29 14:15:29,207
6629.3,2,124,2024-11-23 14:15:29,411
8082.55,2,840,2024-09-20 14:15:29,566
2093.94,2,124,2024-01-03 14:15:29,17
9692.69,2,392,2024-10-07 14:15:29,135
9774.04,2,356,2024-08-10 14:15:29,459
3014.59,1,124,2024-03-29 14:15:29,521
9207.59,1,392,2023-12-22 14:15:29,288
6455.7,1,124,2024-02-14 14:15:29,145
832.94,2,124,2024-11-08 14:15:29,115
2961.09,2,392,2024-02-24 14:15:29,537
3581.4,1,356,2024-11-14 14:15:29,497
7412.12,1,356,2024-09-13 14:15:29,431
8943.88,1,356,2024-01-03 14:15:29,468
7789.75,2,840,2024-06-26 14:15:29,468
5488.77,1,392,2024-10-19 14:15:29,71
2197.37,2,124,2024-02-02 14:15:29,485
7934.62,1,840,2024-12-03 14:15:29,19
3679.58,2,356,2024-10-30 14:15:29,395
2643.66,2,840,2024-06-18 14:15:29,410
7135.38,2,840,2024-01-18 14:15:29,258
9368.54,1,840,2024-11-21 14:15:29,410
6517.93,2,356,2024-02-20 14:15:29,47
839.87,1,124,2024-11-04 14:15:29,395
2665.31,1,392,2024-05-18 14:15:29,26
6240.41,2,840,2024-08-04 14:15:29,351
705.36,1,356,2024-09-17 14:15:29,294
1986.68,1,392,2024-10-10 14:15:29,10
1593.36,1,840,2024-10-04 14:15:29,18
9875.8,1,840,2024-08-20 14:15:29,241
9674.43,1,356,2024-10-22 14:15:29,420
8273.36,2,356,2024-06-05 14:15:29,328
7266.46,2,356,2024-11-17 14:15:29,514
8095.55,1,124,2024-08-22 14:15:29,524
5951.64,1,840,2024-10-21 14:15:29,286
1907.73,2,124,2024-11-12 14:15:29,99
9534.34,2,840,2024-05-28 14:15:29,115
2410.39,2,124,2024-04-28 14:15:29,583
6373.74,1,124,2023-12-16 14:15:29,122
8768.77,2,840,2024-06-19 14:15:29,432
1225.93,2,124,2024-06-27 14:15:29,474
9510.61,1,840,2024-03-07 14:15:29,78
4458.4,1,124,2024-07-16 14:15:29,128
2786.87,1,392,2024-06-07 14:15:29,461
334.66,1,840,2024-09-30 14:15:29,224
2538.06,1,124,2023-12-29 14:15:29,580
1351.06,1,392,2024-07-11 14:15:29,178
186.52,2,356,2024-09-24 14:15:29,569
6937.07,2,356,2024-02-17 14:15:29,577
7898.88,2,840,2024-06-05 14:15:29,527
2738.39,2,840,2024-10-30 14:15:29,128
3668.23,2,392,2024-09-16 14:15:29,341
6117.86,1,392,2023-12-13 14:15:29,233
7641.5,2,392,2024-02-25 14:15:29,393
3368.51,1,840,2024-02-20 14:15:29,534
8657.92,2,124,2024-08-07 14:15:29,512
2673.29,1,392,2024-12-01 14:15:29,589
1265.31,1,840,2024-10-29 14:15:29,471
8170.72,1,124,2024-09-27 14:15:29,523
6956.26,1,392,2024-01-11 14:15:29,40
9953.31,2,124,2024-05-03 14:15:29,44
2468.97,1,356,2024-09-28 14:15:29,348
8511.58,1,356,2024-03-30 14:15:29,163
8539.06,1,840,2023-12-06 14:15:29,36
1774.28,2,356,2024-09-24 14:15:29,99
8337.48,2,356,2024-03-04 14:15:29,63
1370.31,2,840,2024-11-14 14:15:29,144
1892.69,1,392,2024-08-10 14:15:29,105
3146.19,2,124,2024-09-15 14:15:29,208
3510.57,2,840,2024-04-07 14:15:29,369
3948.39,1,392,2024-11-04 14:15:29,232
3055.45,1,840,2024-07-21 14:15:29,420
7268.68,2,356,2024-08-22 14:15:29,109
5103.45,2,356,2024-05-03 14:15:29,101
7062.09,2,392,2024-02-03 14:15:29,285
1704.75,1,392,2024-10-16 14:15:29,526
3241.15,2,392,2024-08-20 14:15:29,138
9648.92,2,392,2024-10-24 14:15:29,532
7929.08,1,840,2023-12-14 14:15:29,95
1721.79,2,356,2024-10-30 14:15:29,306
674.57,1,840,2024-08-25 14:15:29,453
3049.12,1,356,2024-01-01 14:15:29,0
4651.65,1,392,2024-03-20 14:15:29,159
6451.48,1,356,2024-07-06 14:15:29,352
8146.91,1,392,2024-08-02 14:15:29,287
2813.13,1,356,2024-03-06 14:15:29,426
5017.11,2,356,2024-02-26 14:15:29,71
2692.77,1,356,2024-03-31 14:15:29,485
1953.65,1,124,2024-08-10 14:15:29,137
9242.37,1,840,2024-08-12 14:15:29,200
5699.9,2,124,2024-09-11 14:15:29,521
9684.98,2,356,2024-04-28 14:15:29,214
7045.89,1,392,2024-08-08 14:15:29,520
2117.77,2,392,2024-06-05 14:15:29,336
5195.81,2,356,2024-08-07 14:15:29,282
3430.55,1,356,2024-11-21 14:15:29,585
1259.83,1,356,2024-07-23 14:15:29,382
9522.96,2,124,2024-05-21 14:15:29,348
8356.46,2,392,2024-01-15 14:15:29,407
8130.24,2,840,2024-07-29 14:15:29,254
5489.16,2,356,2024-10-14 14:15:29,20
1975.21,2,392,2024-05-12 14:15:29,448
1561.79,1,356,2024-05-25 14:15:29,27
3651.08,2,124,2024-02-15 14:15:29,587
1936.65,1,840,2024-01-05 14:15:29,111
4068.16,1,124,2024-10-12 14:15:29,510
9191.46,1,356,2024-05-15 14:15:29,214
3706.44,2,356,2024-07-24 14:15:29,139
7133.65,1,124,2024-09-28 14:15:29,235
2264.7,2,124,2023-12-07 14:15:29,228
1760.4,2,392,2024-03-05 14:15:29,299
6782.93,1,392,2024-08-10 14:15:29,471
3162.72,2,840,2024-10-28 14:15:29,34
2294.43,2,124,2024-03-03 14:15:29,171
2679.81,1,840,2024-10-22 14:15:29,156
4560.56,1,392,2024-01-10 14:15:29,377
9166.38,2,356,2023-12-27 14:15:29,526
9468.2,2,392,2023-12-15 14:15:29,210
2725.47,2,124,2024-08-30 14:15:29,259
700.05,2,392,2023-12-26 14:15:29,239
4480.51,1,392,2024-11-01 14:15:29,392
170.62,2,124,2024-07-22 14:15:29,280
7865.16,2,124,2024-04-24 14:15:29,351
6401.56,2,124,2024-09-15 14:15:29,449
6164.84,1,392,2024-10-20 14:15:29,51
1756.12,2,356,2024-11-17 14:15:29,448
6898.82,2,392,2024-09-13 14:15:29,75
9238.15,1,392,2024-04-30 14:15:29,151
457.25,2,840,2024-06-19 14:15:29,20
6332.65,1,356,2024-08-14 14:15:29,319
9094.95,1,392,2024-02-23 14:15:29,584
3924.83,1,392,2024-10-30 14:15:29,465
8053.45,2,124,2024-06-01 14:15:29,206
5641.85,2,840,2024-01-13 14:15:29,344
6333.45,2,840,2024-03-18 14:15:29,430
6018.27,2,840,2024-11-02 14:15:29,455
3708.64,2,356,2024-07-04 14:15:29,527
9473.43,2,840,2024-09-04 14:15:29,385
1152.8,1,124,2024-01-24 14:15:29,373
7988.33,2,356,2024-09-13 14:15:29,141
4509.09,2,392,2024-11-28 14:15:29,286
6644.01,1,840,2024-04-18 14:15:29,291
9553.97,1,124,2024-07-21 14:15:29,568
6451.85,1,356,2024-07-30 14:15:29,472
4059.5,2,356,2023-12-20 14:15:29,563
7416.4,1,356,2024-04-26 14:15:29,104
2573.77,2,124,2024-03-05 14:15:29,464
7103.07,2,356,2024-11-02 14:15:29,145
9628.52,2,392,2024-11-27 14:15:29,98
1477.37,1,124,2024-11-08 14:15:29,269
3848.82,2,392,2024-01-13 14:15:29,163
6736.7,1,124,2024-06-19 14:15:29,543
6880.48,2,840,2024-03-13 14:15:29,99
7893.19,1,124,2024-10-30 14:15:29,262
3364.88,2,392,2024-05-13 14:15:29,233
1782.85,2,392,2024-01-30 14:15:29,556
8078.18,1,124,2024-10-13 14:15:29,433
5996.76,1,356,2024-11-21 14:15:29,384
8852.51,1,356,2024-01-14 14:15:29,551
5835.4,2,840,2024-08-17 14:15:29,464
7885.04,1,840,2024-08-03 14:15:29,298
7919.82,2,356,2024-08-29 14:15:29,475
8992.52,1,124,2024-01-31 14:15:29,215
6500.75,2,124,2024-04-13 14:15:29,130
7084.9,1,356,2024-03-17 14:15:29,243
6001.06,1,840,2024-03-03 14:15:29,40
8045.58,1,356,2024-03-25 14:15:29,527
6428.55,2,356,2024-11-25 14:15:29,397
1982.9,1,840,2024-03-29 14:15:29,140
5737.3,1,356,2023-12-06 14:15:29,443
4184.42,1,356,2024-03-25 14:15:29,256
9479.61,1,124,2024-11-04 14:15:29,152
3344.65,1,392,2024-02-24 14:15:29,506
4295.3,1,124,2024-07-23 14:15:29,460
7751.9,1,392,2024-08-07 14:15:29,233
7792.23,1,392,2024-07-24 14:15:29,450
6016.23,1,356,2024-06-19 14:15:29,342
5988.3,2,840,2023-12-27 14:15:29,555
5032.64,2,392,2024-09-21 14:15:29,475
6129.09,2,392,2024-10-16 14:15:29,585
1596.78,1,392,2024-05-13 14:15:29,134
8986.16,1,840,2024-01-04 14:15:29,162
5665.5,1,356,2024-06-17 14:15:29,196
6593.46,1,840,2024-04-21 14:15:29,480
8443.36,2,124,2024-11-18 14:15:29,241
9633.53,1,392,2024-04-27 14:15:29,537
1048.12,2,840,2024-08-31 14:15:29,57
3930.1,1,124,2024-08-12 14:15:29,10
4135.77,2,124,2024-07-21 14:15:29,151
7011.57,1,392,2024-02-25 14:15:29,8
3589.22,2,840,2023-12-06 14:15:29,502
8128.0,1,356,2024-01-24 14:15:29,282
4186.16,1,124,2024-11-10 14:15:29,27
7059.4,2,356,2024-11-16 14:15:29,241
240.69,2,392,2024-03-12 14:15:29,219
5445.84,2,356,2024-09-24 14:15:29,437
3982.81,1,356,2024-08-31 14:15:29,136
1860.01,1,356,2024-03-19 14:15:29,37
7976.59,1,356,2024-12-02 14:15:29,483
5240.94,2,392,2024-06-16 14:15:29,96
5217.97,1,356,2024-09-03 14:15:29,173
5267.84,1,356,2024-11-11 14:15:29,215
5483.97,2,392,2024-04-03 14:15:29,15
3466.51,1,124,2024-06-03 14:15:29,423
5089.4,1,124,2024-02-28 14:15:29,581
415.78,2,124,2024-11-11 14:15:29,532
6891.87,1,392,2024-10-24 14:15:29,332
9220.86,2,840,2024-06-21 14:15:29,78
6498.55,1,356,2024-08-13 14:15:29,157
3543.13,1,124,2024-01-25 14:15:29,150
9350.27,1,840,2024-11-09 14:15:29,444
5900.2,1,356,2024-07-30 14:15:29,199
6250.44,1,392,2024-11-30 14:15:29,484
4013.85,1,356,2024-06-03 14:15:29,406
6447.27,1,392,2024-04-30 14:15:29,173
7813.21,2,124,2024-02-17 14:15:29,73
1061.13,2,840,2024-03-04 14:15:29,291
448.14,1,124,2024-09-09 14:15:29,294
3631.31,2,840,2024-10-20 14:15:29,239
5973.84,1,124,2024-07-22 14:15:29,168
1493.77,1,356,2024-04-23 14:15:29,559
